discharge_nr	date	T0	T1	T6
1	20230216	1676534566227000000	1676534626227000000	1676534635798000000
2	20230216	1676534725527000000	1676534785527000000	1676534795227000000
3	20230216	1676534882656000000	1676534942656000000	1676534952356000000
4	20230216	1676535523911000000	1676535583911000000	1676535594811000000
5	20230216	1676535661479550840	1676535793297000000	1676535804197000000
6	20230216	1676535952597000000	1676536012597000000	1676536022297000000
7	20230216	1676536164992000000	1676536224992000000	1676536234546000000
8	20230216	1676536364261000000	1676536424261000000	1676536445499000000
9	20230216	1676536565586000000	1676536625586000000	1676536672149000000
10	20230216	1676536747941000000	1676536807941000000	1676536925941000000
11	20230216	1676537049515000000	1676537109515000000	1676537119072000000
12	20230216	1676537326676000000	1676537386676000000	1676537396294000000
13	20230216	1676537563042000000	1676537623042000000	1676537637052000000
14	20230216	1676538340133000000	1676538400133000000	1676538414143000000
15	20230216	1676538957010000000	1676539017010000000	1676539036020000000
16	20230216	1676539541226000000	1676539601226000000	1676539620236000000
17	20230216	1676539943292000000	1676540003292000000	1676540012992000000
18	20230216	1676540276538000000	1676540336538000000	1676540355548000000
19	20230216	1676540865735000000	1676540925735000000	1676540944745000000
20	20230216	1676541688544000000	1676541748544000000	1676541787554000000
21	20230216	1676541982966000000	1676542042966000000	1676542061976000000
22	20230216	1676542639464000000	1676542699464000000	1676542729841000000
23	20230216	1676543091476000000	1676543151476000000	1676543170486000000
24	20230216	1676543947098000000	1676544007098000000	1676544026108000000
25	20230216	1676544381746000000	1676544441746000000	1676544476075000000
26	20230216	1676544689039000000	1676544749039000000	1676544768049000000
27	20230216	1676545016825000000	1676545076825000000	1676545115835000000
28	20230216	1676545681970000000	1676545741970000000	1676545760980000000
29	20230216	1676546169729000000	1676546229729000000	1676546265122000000
30	20230216	1676546670638000000	1676546730638000000	1676546769648000000
31	20230216	1676547073732000000	1676547133732000000	1676547168145000000
32	20230216	1676547404044000000	1676547464044000000	1676547503054000000
33	20230216	1676547935854000000	1676547995854000000	1676548034864000000
34	20230216	1676548593385000000	1676548653385000000	1676548692395000000
35	20230216	1676548996399000000	1676549056399000000	1676549095409000000
36	20230216	1676549520213000000	1676549580213000000	1676549619223000000
37	20230216	1676549821304000000	1676549881304000000	1676549900314000000
38	20230216	1676550407328000000	1676550467328000000	1676550505761000000
39	20230216	1676550577306000000	1676550637306000000	1676550676316000000
40	20230216	1676550739393000000	1676550799393000000	1676550815700000000
41	20230216	1676551797896000000	1676551857896000000	1676551975896000000
42	20230216	1676552207682000000	1676552267682000000	1676552281692000000
43	20230216	1676552536323000000	1676552596323000000	1676552610333000000
44	20230216	1676552998889000000	1676553058889000000	1676553077899000000
45	20230216	1676553584631000000	1676553644631000000	1676553663641000000
46	20230216	1676554238788000000	1676554298788000000	1676554311069000000
47	20230216	1676554575852116421	1676554635390000000	1676554654400000000
48	20230216	1676555121811000000	1676555181811000000	1676555189721000000
49	20230216	1676555405193000000	1676555537194000000	1676555548094000000
50	20230216	1676555728690000000	1676555788690000000	1676555807700000000
51	20230216	1676556197983000000	1676556257983000000	1676556375983000000
52	20230216	1676556702644000000	1676556762644000000	1676556779654000000
53	20230216	1676556900723000000	1676556960723000000	1676557078723000000
54	20230216	1676557341077000000	1676557401077000000	1676557420087000000
55	20230216	1676557541237000000	1676557601237000000	1676557620247000000
56	20230216	1676557814319000000	1676557874319000000	1676557885829000000
57	20230216	1676558158810000000	1676558218810000000	1676558237820000000
58	20230216	1676558637649000000	1676558697649000000	1676558709659000000
59	20230216	1676558899551000000	1676558959551000000	1676558978561000000
60	20230216	1676559137054000000	1676559197054000000	1676559216064000000
61	20230216	1676559562052000000	1676559622052000000	1676559638062000000
62	20230216	1676559831315000000	1676559891315000000	1676559915325000000
63	20230216	1676560538172000000	1676560598172000000	1676560617182000000
64	20230216	1676560989289000000	1676561049289000000	1676561167289000000
65	20230216	1676561312818000000	1676561372818000000	1676561389828000000
66	20230216	1676561793289000000	1676561853289000000	1676561870299000000
67	20230216	1676562001107000000	1676562061107000000	1676562078117000000
68	20230216	1676562664859000000	1676562724859000000	1676562738869000000
69	20230216	1676563101606000000	1676563161606000000	1676563178616000000
70	20230216	1676563256925000000	1676563316925000000	1676563333935000000
71	20230216	1676563387817000000	1676563447817000000	1676563461827000000
72	20230216	1676563532285000000	1676563592285000000	1676563609295000000
73	20230216	1676563885768000000	1676563945768000000	1676563962778000000
74	20230216	1676564389186000000	1676564449186000000	1676564463196000000
75	20230216	1676564525387000000	1676564585387000000	1676564602397000000
76	20230216	1676564719088000000	1676564779088000000	1676564796098000000
77	20230216	1676564985295000000	1676565045295000000	1676565059305000000
