discharge_nr	date	T0	T1	T6
1	20230126	1674719483773000000	1674719543773000000	1674719553390000000
2	20230126	1674719939309000000	1674719999309000000	1674720010209000000
3	20230126	1674720609608000000	1674720669608000000	1674720787618000000
4	20230126	1674721168575000000	1674721228575000000	1674721250985000000
5	20230126	1674721484355000000	1674721544355000000	1674721559365000000
6	20230126	1674721972039000000	1674722032039000000	1674722047049000000
7	20230126	1674722463554000000	1674722523554000000	1674722534870000000
8	20230126	1674722670964000000	1674722730964000000	1674722848974000000
9	20230126	1674723144418000000	1674723204418000000	1674723219428000000
10	20230126	1674723308006000000	1674723368006000000	1674723383016000000
11	20230126	1674723802794000000	1674723862794000000	1674723877804000000
12	20230126	1674724076888000000	1674724136888000000	1674724254898000000
13	20230126	1674724406684000000	1674724466684000000	1674724481694000000
14	20230126	1674724802924000000	1674724862924000000	1674724877934000000
15	20230126	1674725329006000000	1674725389006000000	1674725398706000000
16	20230126	1674725483967000000	1674725543967000000	1674725558977000000
17	20230126	1674726097497000000	1674726157497000000	1674726172507000000
18	20230126	1674726414870000000	1674726474870000000	1674726489880000000
19	20230126	1674726851585000000	1674726911585000000	1674726926595000000
20	20230126	1674727191088000000	1674727251088000000	1674727266098000000
21	20230126	1674727524145000000	1674727584145000000	1674727604745000000
22	20230126	1674727921907566576	1674727981254000000	1674727996264000000
23	20230126	1674728198635000000	1674728258635000000	1674728376645000000
24	20230126	1674729099862000000	1674729159862000000	1674729174872000000
25	20230126	1674729462502000000	1674729522502000000	1674729543502000000
26	20230126	1674729848134000000	1674729908134000000	1674729923144000000
27	20230126	1674730276316000000	1674730336316000000	1674730454326000000
28	20230126	1674730597279000000	1674730657279000000	1674730672289000000
29	20230126	1674730823558000000	1674730883558000000	1674730893258000000
30	20230126	1674731037608000000	1674731097608000000	1674731112618000000
31	20230126	1674731473731000000	1674731533731000000	1674731548741000000
32	20230126	1674731747935000000	1674731807935000000	1674731828935000000
33	20230126	1674731902298000000	1674731962298000000	1674731977308000000
34	20230126	1674732148854000000	1674732208854000000	1674732223864000000
35	20230126	1674732551867000000	1674732611867000000	1674732626877000000
36	20230126	1674732799328000000	1674732859328000000	1674732977338000000
37	20230126	1674733058941000000	1674733089943000000	1674733104953000000
38	20230126	1674733309682000000	1674733369682000000	1674733390682000000
39	20230126	1674733656112000000	1674733716112000000	1674733725812000000
40	20230126	1674733835502000000	1674733895502000000	1674733910512000000
41	20230126	1674734064180000000	1674734124180000000	1674734242190000000
42	20230126	1674734365539000000	1674734425539000000	1674734440549000000
43	20230126	1674734904697000000	1674734964697000000	1674734984707000000
44	20230126	1674735090918000000	1674735150918000000	1674735170928000000
45	20230126	1674735265226000000	1674735325226000000	1674735443236000000
46	20230126	1674735619230000000	1674735679230000000	1674735701240000000
47	20230126	1674735912266000000	1674735972266000000	1674735992276000000
48	20230126	1674737167866000000	1674737227866000000	1674737237566000000
49	20230126	1674737631197000000	1674737691197000000	1674737716207000000
50	20230126	1674738214484000000	1674738274484000000	1674738284184000000
51	20230126	1674738447199000000	1674738507199000000	1674738532209000000
52	20230126	1674739079511000000	1674739139511000000	1674739159521000000
53	20230126	1674739574029000000	1674739634029000000	1674739752039000000
54	20230126	1674739951456000000	1674740011456000000	1674740031466000000
55	20230126	1674740231848000000	1674740267848000000	1674740278748000000
56	20230126	1674740745727000000	1674740805727000000	1674740817035000000
57	20230126	1674741116607000000	1674741176607000000	1674741294617000000
58	20230126	1674741419079000000	1674741479079000000	1674741499089000000
59	20230126	1674742408259000000	1674742468259000000	1674742479637000000
60	20230126	1674743073700000000	1674743133700000000	1674743250210000000
61	20230126	1674744616334000000	1674744676334000000	1674744794344000000
62	20230126	1674745186871000000	1674745246871000000	1674745266881000000
63	20230126	1674745767696000000	1674745827696000000	1674745866706000000
64	20230126	1674746449853000000	1674746509853000000	1674746523863000000
65	20230126	1674747232204000000	1674747292204000000	1674747306214000000
66	20230126	1674747788228000000	1674747848228000000	1674747887238000000
67	20230126	1674748042756000000	1674748102756000000	1674748220766000000
68	20230126	1674749504510000000	1674749564510000000	1674749578520000000
69	20230126	1674749952981000000	1674750012981000000	1674750051991000000
70	20230126	1674750290929000000	1674750350929000000	1674750364939000000
