discharge_nr	date	T0	T1	T6
1	20221215	1671090899556000000	1671090959556000000	1671090969256000000
2	20221215	1671091376485000000	1671091436485000000	1671091446185000000
3	20221215	1671091644785000000	1671091704785000000	1671091715685000000
4	20221215	1671091766729000000	1671091951729000000	1671091962629000000
5	20221215	1671092116818000000	1671092176818000000	1671092186518000000
6	20221215	1671092531646000000	1671092591646000000	1671092611025000000
7	20221215	1671092736521000000	1671092796521000000	1671092914531000000
8	20221215	1671092964651000000	1671093024651000000	1671093142661000000
9	20221215	1671093843204000000	1671093903204000000	1671093925614000000
10	20221215	1671094396117000000	1671094456117000000	1671094475127000000
11	20221215	1671094777475000000	1671094837475000000	1671094955485000000
12	20221215	1671095277175000000	1671095337175000000	1671095356185000000
13	20221215	1671095859305000000	1671095919305000000	1671095938315000000
14	20221215	1671096273998000000	1671096333998000000	1671096353008000000
15	20221215	1671096733297000000	1671096793297000000	1671096812307000000
16	20221215	1671097365923000000	1671097425923000000	1671097444933000000
17	20221215	1671097721454000000	1671097781454000000	1671097800464000000
18	20221215	1671098143504000000	1671098203504000000	1671098213204000000
19	20221215	1671098360405000000	1671098420405000000	1671098430105000000
20	20221215	1671098766210000000	1671098826210000000	1671098845220000000
21	20221215	1671099007452000000	1671099067452000000	1671099185462000000
22	20221215	1671099302735000000	1671099362735000000	1671099480745000000
23	20221215	1671099522518000000	1671099582518000000	1671099700528000000
24	20221215	1671100054954000000	1671100114954000000	1671100138964000000
25	20221215	1671100578163000000	1671100638163000000	1671100662173000000
26	20221215	1671100990615000000	1671101050615000000	1671101074625000000
27	20221215	1671102445973000000	1671102505973000000	1671102824083000000
28	20221215	1671103257480000000	1671103317480000000	1671103435490000000
29	20221215	1671103471775000000	1671103531775000000	1671103649785000000
30	20221215	1671103693376000000	1671103753376000000	1671103871386000000
31	20221215	1671104101025000000	1671104161025000000	1671104185035000000
32	20221215	1671105272246000000	1671105332246000000	1671105356256000000
33	20221215	1671105701721000000	1671105761721000000	1671105785731000000
34	20221215	1671106021141000000	1671106081141000000	1671106105151000000
35	20221215	1671106307842000000	1671106367842000000	1671106391852000000
36	20221215	1671106592970000000	1671106652970000000	1671106676980000000
37	20221215	1671107072976000000	1671107132976000000	1671107156986000000
38	20221215	1671107360728000000	1671107420728000000	1671107444738000000
39	20221215	1671107611425000000	1671107671425000000	1671107695435000000
40	20221215	1671108711880000000	1671108771880000000	1671108889890000000
41	20221215	1671108944672000000	1671109004672000000	1671109122682000000
42	20221215	1671109522956000000	1671109582956000000	1671109601966000000
43	20221215	1671110046228000000	1671110106228000000	1671110120238000000
44	20221215	1671110388963000000	1671110448963000000	1671110469973000000
45	20221215	1671110674395000000	1671110734395000000	1671110753405000000
46	20221215	1671111081697000000	1671111141697000000	1671111160707000000
47	20221215	1671111336004000000	1671111396004000000	1671111514014000000
48	20221215	1671111655724000000	1671111715724000000	1671111734734000000
49	20221215	1671111856846000000	1671111916846000000	1671111935856000000
50	20221215	1671112251909000000	1671112311909000000	1671112326919000000
51	20221215	1671112903571000000	1671112963571000000	1671112982581000000
52	20221215	1671113301880000000	1671113361880000000	1671113380890000000
53	20221215	1671113641850000000	1671113701850000000	1671113720860000000
54	20221215	1671114269621000000	1671114329621000000	1671114447631000000
55	20221215	1671114536737000000	1671114596737000000	1671114714747000000
56	20221215	1671114915808000000	1671114975808000000	1671114989818000000
57	20221215	1671115562181000000	1671115622181000000	1671115636191000000
58	20221215	1671116287645000000	1671116347645000000	1671116366655000000
59	20221215	1671116562743000000	1671116622743000000	1671116636753000000
60	20221215	1671116914436000000	1671116974436000000	1671116993446000000
61	20221215	1671117110126000000	1671117170126000000	1671117189136000000
62	20221215	1671117283556000000	1671117343556000000	1671117362566000000
63	20221215	1671117416979000000	1671117476979000000	1671117495989000000
64	20221215	1671117776242000000	1671117836242000000	1671117855252000000
65	20221215	1671118450736000000	1671118510736000000	1671118524746000000
66	20221215	1671118720379000000	1671118780379000000	1671118794389000000
67	20221215	1671118943356000000	1671119003356000000	1671119121366000000
68	20221215	1671119210270000000	1671119270270000000	1671119284280000000
69	20221215	1671119506431000000	1671119566431000000	1671119684441000000
70	20221215	1671119764623000000	1671119824623000000	1671119838633000000
71	20221215	1671120281130000000	1671120341130000000	1671120360140000000
72	20221215	1671120979583000000	1671121039583000000	1671121058593000000
73	20221215	1671121213721000000	1671121273721000000	1671121292731000000
74	20221215	1671121511318000000	1671121571318000000	1671121590328000000
75	20221215	1671121664727000000	1671121724727000000	1671121743737000000
