discharge_nr	date	T0	T1	T6
1	20230214	1676361528811000000	1676361588811000000	1676361598324000000
2	20230214	1676361715907000000	1676361775907000000	1676361786807000000
3	20230214	1676362153072000000	1676362285073000000	1676362295973000000
4	20230214	1676362354176000000	1676362414176000000	1676362532176000000
5	20230214	1676362860809000000	1676362920809000000	1676362952819000000
6	20230214	1676363154922000000	1676363214922000000	1676363246932000000
7	20230214	1676363638754000000	1676363698754000000	1676363730764000000
8	20230214	1676363890768000000	1676363950768000000	1676363982778000000
9	20230214	1676364188907000000	1676364248907000000	1676364280917000000
10	20230214	1676364403370000000	1676364463370000000	1676364495380000000
11	20230214	1676365409847000000	1676365469847000000	1676365479547000000
12	20230214	1676365604903000000	1676365664903000000	1676365696913000000
13	20230214	1676365843368000000	1676365903368000000	1676366021368000000
14	20230214	1676366667870000000	1676366727870000000	1676366737570000000
15	20230214	1676367404036000000	1676367464036000000	1676367478046000000
16	20230214	1676368781102000000	1676368841102000000	1676368873112000000
17	20230214	1676369021004000000	1676369081004000000	1676369095014000000
18	20230214	1676369326326000000	1676369386326000000	1676369396336000000
19	20230214	1676369496486000000	1676369556486000000	1676369565672000000
20	20230214	1676369738486000000	1676369798486000000	1676369807649000000
21	20230214	1676370058512000000	1676370118512000000	1676370150522000000
22	20230214	1676370286783000000	1676370346783000000	1676370360793000000
23	20230214	1676371288922000000	1676371348922000000	1676371364432000000
24	20230214	1676371796571000000	1676371856571000000	1676371872581000000
25	20230214	1676372521274000000	1676372581274000000	1676372595284000000
26	20230214	1676372835079000000	1676372895079000000	1676372906306000000
27	20230214	1676373134604000000	1676373194604000000	1676373312604000000
28	20230214	1676373522324000000	1676373582324000000	1676373601334000000
29	20230214	1676373886403000000	1676373946403000000	1676373957629000000
30	20230214	1676374028407000000	1676374088407000000	1676374206407000000
31	20230214	1676374525951000000	1676374585951000000	1676374604961000000
32	20230214	1676375386940000000	1676375446940000000	1676375458950000000
33	20230214	1676376259315000000	1676376319315000000	1676376331325000000
34	20230214	1676377136348000000	1676377196348000000	1676377212358000000
35	20230214	1676378140643000000	1676378200643000000	1676378216653000000
36	20230214	1676379106617000000	1676379166617000000	1676379284617000000
37	20230214	1676379616967000000	1676379676967000000	1676379693977000000
38	20230214	1676379967434000000	1676380027434000000	1676380044444000000
39	20230214	1676380495373000000	1676380555373000000	1676380572383000000
40	20230214	1676380850713000000	1676380910713000000	1676380927723000000
41	20230214	1676381483798000000	1676381543798000000	1676381560808000000
42	20230214	1676381853104000000	1676381913104000000	1676381930114000000
43	20230214	1676382077740000000	1676382137740000000	1676382255541000000
44	20230214	1676382860834000000	1676382920834000000	1676383038834000000
45	20230214	1676383568439000000	1676383628439000000	1676383645449000000
46	20230214	1676383848501000000	1676383908501000000	1676383925511000000
47	20230214	1676384353393000000	1676384413393000000	1676384430403000000
48	20230214	1676384760648000000	1676384820648000000	1676384837658000000
49	20230214	1676385111999000000	1676385171999000000	1676385189009000000
50	20230214	1676385482940000000	1676385542940000000	1676385559950000000
51	20230214	1676386041442000000	1676386101442000000	1676386118452000000
52	20230214	1676386371094000000	1676386431094000000	1676386448104000000
53	20230214	1676386673127000000	1676386733127000000	1676386851127000000
54	20230214	1676387054186000000	1676387114186000000	1676387122086000000
55	20230214	1676387767279000000	1676387827279000000	1676387844289000000
56	20230214	1676388209267000000	1676388269267000000	1676388286277000000
57	20230214	1676388796288000000	1676388856288000000	1676388974288000000
58	20230214	1676389073245000000	1676389133245000000	1676389251245000000
59	20230214	1676389522116000000	1676389582116000000	1676389599126000000
60	20230214	1676389864867000000	1676389924867000000	1676390042867000000
61	20230214	1676390294991000000	1676390354991000000	1676390370324000000
62	20230214	1676391169337000000	1676391229337000000	1676391251747000000
63	20230214	1676391403645000000	1676391463645000000	1676391480655000000
64	20230214	1676392329050000000	1676392389050000000	1676392411460000000
