discharge_nr	date	T0	T1	T6
1	20230314	1678780086383000000	1678780146383000000	1678780156015000000
2	20230314	1678780394362903430	1678780453900000000	1678780464800000000
3	20230314	1678780516022000000	1678780668023000000	1678780678923000000
4	20230314	1678781023741000000	1678781083741000000	1678781201741000000
5	20230314	1678781599772000000	1678781659772000000	1678781667682000000
6	20230314	1678781701457000000	1678781761457000000	1678781770778000000
7	20230314	1678782344217000000	1678782404217000000	1678782413512000000
8	20230314	1678782736351000000	1678782796351000000	1678782839361000000
9	20230314	1678783048584000000	1678783108584000000	1678783130994000000
10	20230314	1678783418444000000	1678783478444000000	1678783521454000000
11	20230314	1678784356962000000	1678784416962000000	1678784459972000000
12	20230314	1678785005867000000	1678785065867000000	1678785183867000000
13	20230314	1678785385383000000	1678785445383000000	1678785455083000000
14	20230314	1678785527291000000	1678785587291000000	1678785705291000000
15	20230314	1678786208822000000	1678786268822000000	1678786311832000000
16	20230314	1678787201852000000	1678787261852000000	1678787379852000000
17	20230314	1678787706469000000	1678787766469000000	1678787809479000000
18	20230314	1678787904680000000	1678787964680000000	1678787979580000000
19	20230314	1678788064724000000	1678788124724000000	1678788147104000000
20	20230314	1678788745455000000	1678788805455000000	1678788848465000000
21	20230314	1678789605536000000	1678789665536000000	1678789783536000000
22	20230314	1678789980336000000	1678790040336000000	1678790083346000000
23	20230314	1678790458534000000	1678790518534000000	1678790530807000000
24	20230314	1678791228304000000	1678791288304000000	1678791331314000000
25	20230314	1678791646536000000	1678791706536000000	1678791725546000000
26	20230314	1678791957479000000	1678792017479000000	1678792060489000000
27	20230314	1678792206185000000	1678792266185000000	1678792285195000000
28	20230314	1678792885967000000	1678792945967000000	1678792988977000000
29	20230314	1678793271727000000	1678793331727000000	1678793343045000000
30	20230314	1678794499930000000	1678794559930000000	1678794602940000000
31	20230314	1678794883786000000	1678794943786000000	1678794986796000000
32	20230314	1678795448609000000	1678795508609000000	1678795548024000000
33	20230314	1678795826918000000	1678795886918000000	1678795929928000000
34	20230314	1678796038238000000	1678796098238000000	1678796107938000000
35	20230314	1678796211855000000	1678796271855000000	1678796314865000000
36	20230314	1678796410294000000	1678796470294000000	1678796485647000000
37	20230314	1678796599738000000	1678796659738000000	1678796683070000000
38	20230314	1678797885763000000	1678797945763000000	1678797988773000000
39	20230314	1678799011316000000	1678799071316000000	1678799189316000000
40	20230314	1678799439519000000	1678799591520000000	1678799602420000000
41	20230314	1678800362648000000	1678800422648000000	1678800458658000000
42	20230314	1678800737498000000	1678800797498000000	1678800814508000000
43	20230314	1678801085068000000	1678801145068000000	1678801159403000000
44	20230314	1678802276973000000	1678802336973000000	1678802346313000000
45	20230314	1678802744125000000	1678802804125000000	1678802855548000000
46	20230314	1678803176433000000	1678803236433000000	1678803286614000000
47	20230314	1678803774226000000	1678803834226000000	1678803869662000000
48	20230314	1678804126487000000	1678804186487000000	1678804222497000000
49	20230314	1678804452782000000	1678804512782000000	1678804548792000000
50	20230314	1678804998770000000	1678805058770000000	1678805077780000000
51	20230314	1678805426144000000	1678805486144000000	1678805604144000000
52	20230314	1678805943357000000	1678806003357000000	1678806038788000000
53	20230314	1678806133399000000	1678806193399000000	1678806230409000000
54	20230314	1678806761348000000	1678806821348000000	1678806845358000000
55	20230314	1678807132238000000	1678807192238000000	1678807216111000000
56	20230314	1678807413958000000	1678807473958000000	1678807591958000000
57	20230314	1678807918581000000	1678807978581000000	1678808014019000000
58	20230314	1678808286887000000	1678808346887000000	1678808383897000000
59	20230314	1678808911694000000	1678808971694000000	1678808985980000000
60	20230314	1678809219640000000	1678809279640000000	1678809397640000000
61	20230314	1678809770326000000	1678809830326000000	1678809866336000000
62	20230314	1678810038751000000	1678810098751000000	1678810134761000000
63	20230314	1678810512768000000	1678810572768000000	1678810589046000000
64	20230314	1678810998406000000	1678811058406000000	1678811093851000000
65	20230314	1678811235091000000	1678811295091000000	1678811311421000000
