discharge_nr	date	T0	T1	T6
1	20230118	1674028285592000000	1674028345592000000	1674028356492000000
2	20230118	1674028577746000000	1674028613746000000	1674028624646000000
3	20230118	1674028751760000000	1674028787760000000	1674028798660000000
4	20230118	1674028940907000000	1674028976907000000	1674028987807000000
5	20230118	1674032473922000000	1674032533922000000	1674032543504000000
6	20230118	1674032885727000000	1674032945727000000	1674033008737000000
7	20230118	1674033250551000000	1674033310551000000	1674033332961000000
8	20230118	1674033756121000000	1674033816121000000	1674033827131000000
9	20230118	1674034261558000000	1674034321558000000	1674034331258000000
10	20230118	1674035039932000000	1674035099932000000	1674035110942000000
11	20230118	1674035274308000000	1674035334308000000	1674035344008000000
12	20230118	1674035994152000000	1674036054152000000	1674036070162000000
13	20230118	1674036793708000000	1674036853708000000	1674036864718000000
14	20230118	1674038262955000000	1674038322955000000	1674038333965000000
15	20230118	1674038825688000000	1674038885688000000	1674038901698000000
16	20230118	1674039058085000000	1674039118085000000	1674039129095000000
17	20230118	1674039521678000000	1674039581678000000	1674039592688000000
18	20230118	1674040132161000000	1674040192161000000	1674040208171000000
19	20230118	1674040848885000000	1674040908885000000	1674040920180000000
20	20230118	1674041277201000000	1674041337201000000	1674041361211000000
21	20230118	1674042104757000000	1674042164757000000	1674042179076000000
22	20230118	1674042281019000000	1674042341019000000	1674042365029000000
23	20230118	1674042550259000000	1674042610259000000	1674042624563000000
24	20230118	1674042900105000000	1674042960105000000	1674042984115000000
25	20230118	1674043288545000000	1674043348545000000	1674043364829000000
26	20230118	1674043671527000000	1674043731527000000	1674043755537000000
27	20230118	1674044190738000000	1674044250738000000	1674044274748000000
28	20230118	1674044549307000000	1674044609307000000	1674044625676000000
29	20230118	1674045792093000000	1674045852093000000	1674045876103000000
30	20230118	1674045991554000000	1674046051554000000	1674046064806000000
31	20230118	1674046921723000000	1674046981723000000	1674047005733000000
32	20230118	1674049165311000000	1674049225311000000	1674049249321000000
33	20230118	1674049794270000000	1674049854270000000	1674049878280000000
34	20230118	1674050508448000000	1674050568448000000	1674050592458000000
35	20230118	1674051231112000000	1674051291112000000	1674051354122000000
36	20230118	1674051743111000000	1674051803111000000	1674051820111000000
37	20230118	1674052204087000000	1674052264087000000	1674052281087000000
38	20230118	1674052961711000000	1674053021711000000	1674053038711000000
39	20230118	1674053301233000000	1674053361233000000	1674053378233000000
40	20230118	1674053993078000000	1674054053078000000	1674054063386000000
41	20230118	1674054843838000000	1674054903838000000	1674054920838000000
42	20230118	1674055351291000000	1674055387291000000	1674055398191000000
43	20230118	1674056058046000000	1674056118046000000	1674056135046000000
44	20230118	1674056772884000000	1674056832884000000	1674056849884000000
45	20230118	1674057175018000000	1674057235018000000	1674057252018000000
46	20230118	1674057487203000000	1674057547203000000	1674057564203000000
47	20230118	1674057713410000000	1674057773410000000	1674057790410000000
48	20230118	1674058288702000000	1674058348702000000	1674058364960000000
49	20230118	1674059032588000000	1674059092588000000	1674059117598000000
50	20230118	1674059289618000000	1674059349618000000	1674059371937000000
51	20230118	1674059535728000000	1674059571728000000	1674059582628000000
