discharge_nr	date	T0	T1	T6
1	20230315	1678866724237000000	1678866784237000000	1678866793872000000
2	20230315	1678866916675000000	1678867068676000000	1678867079576000000
3	20230315	1678867273753000000	1678867333753000000	1678867348653000000
4	20230315	1678867521484000000	1678867581484000000	1678867699484000000
5	20230315	1678868214491000000	1678868274491000000	1678868289391000000
6	20230315	1678868630577000000	1678868690577000000	1678868712987000000
7	20230315	1678869020759000000	1678869080759000000	1678869104769000000
8	20230315	1678869601271000000	1678869661271000000	1678869669171000000
9	20230315	1678870488794000000	1678870548794000000	1678870572804000000
10	20230315	1678870654866000000	1678870714866000000	1678870738876000000
11	20230315	1678871014660000000	1678871074660000000	1678871098670000000
12	20230315	1678871266224000000	1678871326224000000	1678871335924000000
13	20230315	1678871507517000000	1678871567517000000	1678871577217000000
14	20230315	1678871810231000000	1678871870231000000	1678871896241000000
15	20230315	1678872539279000000	1678872599279000000	1678872608979000000
16	20230315	1678872818440000000	1678872878440000000	1678872906450000000
17	20230315	1678873291625000000	1678873351625000000	1678873361325000000
18	20230315	1678873442427000000	1678873502427000000	1678873526437000000
19	20230315	1678873862739000000	1678873922739000000	1678873946749000000
20	20230315	1678874143585000000	1678874203585000000	1678874211485000000
21	20230315	1678874881126000000	1678874941126000000	1678874960136000000
22	20230315	1678875381050000000	1678875441050000000	1678875465060000000
23	20230315	1678875799627000000	1678875859627000000	1678875878637000000
24	20230315	1678876311435000000	1678876371435000000	1678876390445000000
25	20230315	1678876953406000000	1678877013406000000	1678877047416000000
26	20230315	1678877121729000000	1678877181729000000	1678877200739000000
27	20230315	1678877441993000000	1678877501993000000	1678877526136000000
28	20230315	1678878008715000000	1678878068715000000	1678878089323000000
29	20230315	1678878552043000000	1678878612043000000	1678878730043000000
30	20230315	1678878852332000000	1678878912332000000	1678878931342000000
31	20230315	1678879436419000000	1678879496419000000	1678879535429000000
32	20230315	1678879631490000000	1678879691490000000	1678879710500000000
33	20230315	1678880211355000000	1678880271355000000	1678880286365000000
34	20230315	1678880560637000000	1678880620637000000	1678880635647000000
35	20230315	1678881505490000000	1678881565490000000	1678881580500000000
36	20230315	1678881717088000000	1678881777088000000	1678881796098000000
37	20230315	1678882176121000000	1678882236121000000	1678882255131000000
38	20230315	1678882624767000000	1678882684767000000	1678882701777000000
39	20230315	1678883116302000000	1678883176302000000	1678883205312000000
40	20230315	1678883353443000000	1678883413443000000	1678883438453000000
41	20230315	1678884137417000000	1678884197417000000	1678884222427000000
42	20230315	1678885117970000000	1678885269971000000	1678885280871000000
43	20230315	1678886309769000000	1678886369769000000	1678886383779000000
44	20230315	1678887456658000000	1678887516658000000	1678887530668000000
45	20230315	1678888027760000000	1678888087760000000	1678888101770000000
46	20230315	1678888489282000000	1678888549282000000	1678888563292000000
47	20230315	1678888906185000000	1678888966185000000	1678888989195000000
48	20230315	1678889849366000000	1678889909366000000	1678889935366000000
49	20230315	1678890826783000000	1678890886783000000	1678890912783000000
50	20230315	1678891552418000000	1678891612418000000	1678891635428000000
51	20230315	1678892049732000000	1678892109732000000	1678892227732000000
52	20230315	1678892649455000000	1678892709455000000	1678892827455000000
53	20230315	1678893310787000000	1678893370787000000	1678893393797000000
54	20230315	1678894372266000000	1678894432266000000	1678894458266000000
55	20230315	1678895113506000000	1678895173506000000	1678895199506000000
56	20230315	1678895847215000000	1678895907215000000	1678895933215000000
57	20230315	1678896472933000000	1678896532933000000	1678896558933000000
58	20230315	1678896825533000000	1678896885533000000	1678896911533000000
59	20230315	1678897531186000000	1678897591186000000	1678897617186000000
60	20230315	1678897861157000000	1678897921157000000	1678897947157000000
61	20230315	0	0	0
